image_path,class_id,class_name,document_group,document_type,source_type,transform_type,severity,parent_image,normalized_width,normalized_height,bbox_found_v3,minimum_margin_ratio_v3,edge_touch_count_v3,bbox_fill_ratio_v3,crop_cc_valid_count,crop_cc_touch_count,crop_cc_touch_ratio,crop_cc_touch_area_ratio,crop_cc_sides_touched,crop_boundary_ink_top,crop_boundary_ink_bottom,crop_boundary_ink_left,crop_boundary_ink_right,crop_boundary_ink_max,crop_boundary_ink_mean,crop_boundary_ink_sides_active,crop_projection_delta_max,crop_projection_delta_mean,crop_projection_ratio_max,crop_projection_ratio_mean,laplacian_variance,local_laplacian_p10,local_laplacian_p25,local_laplacian_median,tenengrad_mean,grayscale_std,edge_density,quality_fft_global_ratio,quality_fft_local_p10,quality_fft_local_p25,quality_fft_local_median,mean_intensity,intensity_p05,intensity_p95,underexposed_ratio,overexposed_ratio,intensity_dynamic_range,noise_residual_mad,near_binary_ratio,midtone_ratio,white_pixel_ratio,dark_pixel_ratio,mean_saturation,intensity_entropy,otsu_separation,document_white_scaled,document_dark_scaled,document_saturation_scaled,document_otsu_scaled,cc_touch_scaled,cc_touch_area_scaled,boundary_ink_scaled,projection_delta_scaled,sharpness_laplacian_scaled,sharpness_tenengrad_scaled,fft_scaled,contrast_scaled,underexposed_scaled,overexposed_scaled,binary_artifact_scaled,document_score_v3,crop_score_v3,sharpness_score_v3,blur_risk_v3,contrast_risk_v3,illumination_risk_v3,threshold_artifact_risk_v3,quality_risk_v3,quality_score_v3,split,white_pixel_ratio_scaled,dark_pixel_ratio_scaled,mean_saturation_scaled,otsu_separation_scaled,crop_cc_touch_ratio_scaled,crop_cc_touch_area_ratio_scaled,crop_boundary_ink_max_scaled,crop_projection_delta_max_scaled,local_laplacian_p25_scaled,tenengrad_mean_scaled,quality_fft_local_p25_scaled,intensity_dynamic_range_scaled,underexposed_ratio_scaled,overexposed_ratio_scaled,near_binary_ratio_scaled,document_score,crop_score,sharpness_score,blur_risk,contrast_risk,illumination_risk,threshold_artifact_risk,quality_risk,quality_score,cv_prediction,cv_route,requires_vlm,success,predicted_class_id,confidence_score,document_present,meaningful_content_cropped,materially_unreadable,indeterminate,justification,latency_seconds,error,final_prediction,decision_source,final_class_name,routing_action,correct,pre_guardrail_prediction,safety_gate_reason
class1_clear/financial_documents/bank_statement/10.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,800,1067,True,0.0412371134020618,0,0.6988331771321462,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4587.3128420806,2484.864268962173,3209.5572729695327,4139.77754733374,48011.21475164011,45.93718746625203,0.1001394095595126,0.4671157410167599,0.3186833051667814,0.3308149730584565,0.5326728302824387,231.0089151827554,112.0,255.0,0.0091225398313027,0.7061691658856607,143.0,0.0682220458984375,0.8122656982193065,0.1298254451733833,0.829311152764761,0.0154545454545454,0.2009790185052465,4.125812530517578,0.8082037600711247,0.8833885751376552,0.0425233429249912,0.4386550129626743,0.6863048728343487,0.0,0.0,0.0,0.0,0.9333590413116089,0.8957360184728159,0.5865270891973499,0.5125592833304058,0.042626792490431,0.7746042325430974,0.8661086460496401,0.7745741499425145,0.0,0.8508245928951795,0.1491754071048204,0.4874407166695942,0.7746042325430974,0.8661086460496401,0.2983047480306052,0.7016952519693949,evaluation,0.8949417917813612,0.0806693363031985,0.4467816912081641,0.7023557041786617,0.0,0.0,0.0,0.0,0.9359370193286316,0.89661541149953,0.6220164649106116,0.4971003986951794,0.0641329189751814,0.780412284536607,0.8702893766120606,0.774652034300756,0.0,0.859390345704842,0.140609654295158,0.5028996013048206,0.780412284536607,0.8702893766120606,0.2954173954865975,0.7045826045134025,1.0,cv_class1,False,False,,,,,,False,,,,1,cv,Clear and Readable,PASS,True,1,
class1_clear/financial_documents/bank_statement/6.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,800,1067,True,0.0,1,0.7098160731021556,1851.0,45.0,0.0243111831442463,0.0228430240263551,2.0,0.02375,0.1776851851851852,0.0,0.0,0.1776851851851852,0.0503587962962963,1.0,0.0,0.0,0.7260468690088344,0.2525974372041468,3704.0461199624624,1165.0535735693793,2464.9078436321333,4048.710359773247,48195.45904873477,42.67201491393364,0.1233470009372071,0.5297982487952944,0.4709495320237188,0.505693065800976,0.5356805131675444,236.1556783036551,126.0,255.0,0.0016881443298969,0.7803455951265229,129.0,0.0622100830078125,0.808947985004686,0.1234582942830365,0.8344259606373008,0.0074484536082474,0.0027301348843192,3.409968614578247,0.8368005592495054,0.888836907556148,0.0204944977499313,0.0059587680444346,0.7682869548993783,0.1181188979998637,0.0402474936261869,0.4819409033466136,0.0,0.8994694684504608,0.8963799703763817,0.9016572461598776,0.4510802740207272,0.0078881736199706,0.8559691218934328,0.8625710103885561,0.9046282873287363,0.1179198574524327,0.8988256996664165,0.1011743003335835,0.5489197259792729,0.8559691218934328,0.8625710103885561,0.2818854318391705,0.7181145681608294,evaluation,0.9004613791000748,0.0388792935275725,0.0060691622932306,0.7789077097128844,0.1563823178152944,0.0443996989929036,0.4884323738780561,0.0,0.9020521781707668,0.8972702178085887,0.9552117692152042,0.433671620152229,0.0118679255481233,0.8623872551231905,0.8667346646850895,0.9086169089801632,0.1301203151326934,0.9110104102528918,0.0889895897471082,0.566328379847771,0.8623872551231905,0.8667346646850895,0.2768174285467149,0.7231825714532851,1.0,cv_class1,False,False,,,,,,False,,,,1,cv,Clear and Readable,PASS,True,1,
class1_clear/financial_documents/bank_statement/8.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,800,1035,True,0.0,1,0.8510917874396136,1205.0,2.0,0.0016597510373443,0.0007988342287299,1.0,0.0322115384615384,0.0,0.0,0.0,0.0322115384615384,0.0080528846153846,1.0,0.0295192305929958,0.0073798076482489,11.535812160347897,2.8839530400869737,2591.1953297101436,1198.9453024557074,1945.521837221072,2751.24935942275,32411.014328502417,56.34770244851875,0.0926739130434782,0.1822807045236342,0.1087339438963213,0.1250281985186682,0.2234697322699906,229.9014842995169,52.0,255.0,0.0422958937198067,0.7655917874396135,203.0,0.07647705078125,0.7874227053140097,0.0808200483091787,0.8096775362318841,0.0542741545893719,0.0701981813015061,3.619202136993408,0.8544034722259377,0.8624746968231585,0.1493359021367433,0.1532139243080465,0.8187514648333593,0.0080641062313599,0.001407478952528,0.0873683302755866,0.0933721496067637,0.8690947253176949,0.8296736466668875,0.2156995170038637,0.7760407518004567,0.1976355618207332,0.8397855182577888,0.8396188767583878,0.8480363052984121,0.0343586976015419,0.7246183061271462,0.2753816938728538,0.2239592481995432,0.8397855182577888,0.8396188767583878,0.3523205686046274,0.6476794313953727,evaluation,0.8737543955905552,0.2832991783562371,0.156052419774383,0.8260297069400788,0.010676391711428,0.0015526840605654,0.0885451321146232,0.093651190512905,0.8716816759964924,0.8294394972575192,0.2299308360628644,0.7689380210221095,0.297346920383673,0.8460823053763207,0.843671740466491,0.8331997179272066,0.0353021794718576,0.7285467454511262,0.2714532545488738,0.2310619789778905,0.8460823053763207,0.843671740466491,0.3514683925918518,0.6485316074081482,1.0,cv_class1,False,False,,,,,,False,,,,1,cv,Clear and Readable,PASS,True,1,
class1_clear/financial_documents/bank_statement/9.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,800,1092,True,0.032051282051282,0,0.2144539835164835,1075.0,0.0,0.0,0.0,0.0,0.0261574074074074,0.0,0.0,0.0298076923076923,0.0298076923076923,0.0139912749287749,0.0,0.0151851857081055,0.0037962964270263,2.36243534045307,0.6900780743832322,2995.488566849817,2117.0874244158313,2527.0652102916315,2937.02550918099,23023.87312728938,32.046210877732,0.0742456501831501,0.4467769586877572,0.4151064138414884,0.4326281124896599,0.4499368961841344,245.7791597985348,193.0,255.0,0.0059626831501831,0.8753468406593407,62.0,0.0,0.893598901098901,0.0432051282051282,0.9285817307692308,0.0076728479853479,0.0044870448179271,2.2204182147979736,0.8133402945133571,0.989132353168499,0.0211119212177357,0.0097933839930687,0.7010304295494969,0.0,0.0,0.0808483056281548,0.0480321947171667,0.9026665304539347,0.7721811872363691,0.7699942697151639,0.156859300895837,0.0278617645994702,0.9601769667577632,0.952833212136028,0.9302438929963714,0.0217336847876565,0.8304622081800326,0.1695377918199674,0.843140699104163,0.9601769667577632,0.952833212136028,0.3888069164221793,0.6111930835778207,evaluation,1.0,0.0400505829403933,0.0099748196960568,0.7161059148436989,0.0,0.0,0.0819372864344275,0.0481757380241835,0.9052487937965644,0.7709779491978689,0.8160010826690692,0.1301196085538238,0.0419186194214473,0.9673764597525156,0.9574325645949088,0.9347198906036666,0.0219257405700008,0.840404455961522,0.1595955440384779,0.8698803914461761,0.9673764597525156,0.9574325645949088,0.386808213748858,0.613191786251142,1.0,cv_class1,False,False,,,,,,False,,,,1,cv,Clear and Readable,PASS,True,1,
class1_clear/financial_documents/cheques/1.jpg,1,clear_readable,financial_documents,cheques,authentic,,,,1422,800,True,0.0,3,0.79625,841.0,114.0,0.1355529131985731,0.4454728920814093,4.0,0.2455696202531645,0.1838255977496483,0.0175,0.2548263888888888,0.2548263888888888,0.1754304017229254,3.0,0.0794791579246521,0.0212147273123264,1.4524389125588368,0.9006987086603709,110.02491363668544,49.155293573199685,73.17441199986192,100.73312618954571,8208.709614978903,72.5255002480891,0.0607814697609001,0.0319530207936356,0.027255840307608,0.0322353891492415,0.0427493554527164,174.86117791842474,36.0,237.0,0.0979061181434599,0.0022011251758087,201.0,0.6603851318359375,0.1245543248945147,0.2070349859353024,0.4275949367088608,0.1489064697609001,0.1613552473732108,6.868402481079102,0.892622485064353,0.4554773930340021,0.4097177038312854,0.3521725235524705,0.9283187708601176,0.6586006379321774,0.78488589619307,0.6911733239305883,0.2514001779613136,0.4494788705729581,0.5987967126324631,0.0484869626867523,0.7672580361847884,0.4574848516774216,0.002414436879866,0.1328107021267921,0.6183539249228139,0.6325605521421233,0.4215417337165437,0.5784582662834563,0.2327419638152116,0.4574848516774216,0.1328107021267921,0.4922211012447829,0.5077788987552171,evaluation,0.4614342608791769,0.7772590997382693,0.3586969965465967,0.9283398313728434,0.8719476393572891,0.8658600671738113,0.7004830364560422,0.2521514826464677,0.4521244085265394,0.5946709187584496,0.0531326569985131,0.7598767669445451,0.6882957222640501,0.0024325405440911,0.1334517830857809,0.5639785565288499,0.7198336887065466,0.4222173368021027,0.5777826631978973,0.2401232330554549,0.6882957222640501,0.1334517830857809,0.5159685105775403,0.4840314894224596,,vlm_fallback,True,True,1.0,0.95,True,False,False,False,"The document is a bank check with clear and readable text. There are no signs of clipping, truncation, or material occlusion.",15.898829749996366,,1,vlm,Clear and Readable,PASS,True,1,
class1_clear/financial_documents/cheques/10.jpg,1,clear_readable,financial_documents,cheques,authentic,,,,1677,800,True,0.0,1,0.5271198568872988,790.0,12.0,0.0151898734177215,0.0234829669718649,2.0,0.0338700059630292,0.0,0.0746428571428571,0.0269642857142857,0.0746428571428571,0.033869287205043,2.0,0.0,0.0,0.6372988414693743,0.2856352030542379,90.32798368764765,23.04116034261621,50.01109430842415,85.7327229709332,5233.746732259988,23.01858678503651,0.0442255515802027,0.2660339228218437,0.0991135474964049,0.241150421388005,0.2690365029770997,175.25891398330353,125.0,191.0,0.0012209302325581,0.0,66.0,0.227508544921875,0.0,0.990337656529517,7.453786523553966e-07,0.0049828562909958,0.0798804821869117,5.1578826904296875,0.7784806817011022,7.939830345306295e-07,0.0137103810287507,0.1743464278498789,0.6010939429342397,0.0738018836110541,0.04137501945599,0.2024560796236835,0.0,0.4013993273917512,0.5231387374669909,0.4249516522814945,0.1744247321271737,0.0057050273970815,0.0,0.0,0.4745759420632794,0.065368890628712,0.4487185858960337,0.5512814141039662,0.8255752678728263,0.0057050273970815,0.0,0.5103037827934085,0.4896962172065915,evaluation,8.043669791134877e-07,0.0260094165222197,0.1775764315669617,0.6227887132828314,0.0977092557894043,0.0456435480612443,0.2051830481496217,0.0,0.4040515782694892,0.5177376583788421,0.4511785565674641,0.1482421167089525,0.0085833354665458,0.0,0.0,0.4762625440332845,0.073462190394292,0.4532671019673577,0.5467328980326422,0.8517578832910475,0.0085833354665458,0.0,0.5113350446631613,0.4886649553368387,,vlm_fallback,True,True,1.0,0.95,True,False,False,False,The document is a text-bearing form with all meaningful content visible and readable.,55.5012232500012,,1,vlm,Clear and Readable,PASS,True,1,
class1_clear/financial_documents/cheques/2.jpg,1,clear_readable,financial_documents,cheques,authentic,,,,1752,800,True,0.0148401826484018,0,0.2876391267123288,427.0,25.0,0.0585480093676815,0.030871028726887,3.0,0.0121860730593607,0.0,0.0517045454545454,0.0388636363636363,0.0517045454545454,0.0256885637193856,2.0,0.0,0.0,0.9115859885794504,0.5203846513798631,19.559121620825692,7.965405741904881,13.76210190437934,20.41048275597621,1798.2215068493151,22.01351003466012,0.0261857876712328,0.0812819827581163,0.0670750104838192,0.0746081845666309,0.0920578221979648,234.1035573630137,185.0,254.0,0.0,0.336925656392694,69.0,0.3700408935546875,0.6450613584474886,0.0925449486301369,0.86802725456621,1.4269406392694064e-06,0.1694794408631032,5.461998462677002,0.7447236167679356,0.92462926253375,3.9262420441755936e-06,0.3699043157919024,0.5043182705814535,0.2844627637233253,0.0543921649990696,0.1402398028711248,0.0,0.242153933576834,0.3435827672126667,0.1248426997686012,0.1875988055506762,0.0,0.3695772232802349,0.6878207722038415,0.7782386912455085,0.1139085273611279,0.2541917785877289,0.7458082214122711,0.8124011944493237,0.3695772232802349,0.6878207722038415,0.7152746950942039,0.284725304905796,evaluation,0.9367218370652892,7.448317043842227e-06,0.3767572942538508,0.5324229697091054,0.3766115928650932,0.0600036309331751,0.1421287534485743,0.0,0.2448284184896781,0.3351551060163629,0.1338655620864046,0.161833997825299,0.0,0.3723483464399694,0.6911409022324886,0.7869828879569176,0.1394736636068295,0.254250187843363,0.7457498121566369,0.8381660021747009,0.3723483464399694,0.6911409022324886,0.7195416485914722,0.2804583514085278,3.0,cv_class3,False,False,,,,,,False,,,,3,cv,Unclear / Unreadable,DENOISE,False,3,
class1_clear/financial_documents/cheques/3.jpg,1,clear_readable,financial_documents,cheques,authentic,,,,1584,800,True,0.0,2,0.1143915719696969,1041.0,23.0,0.0220941402497598,0.130616937311387,3.0,0.0262626262626262,0.0,0.08725,0.01321875,0.08725,0.0316828440656565,1.0,0.023656241595745,0.0100886174477636,2.717461847044112,1.1559909207517338,239.1172714286263,43.66455604370728,57.4974890600688,120.4251970767492,10567.577760416669,32.86757869119143,0.0312263257575757,0.2267328285476908,0.1517504709768661,0.1600655637008154,0.1890805225349711,239.94437578914145,170.0,252.0,0.0037539457070707,0.7698145517676768,82.0,0.425018310546875,0.8688265467171717,0.0595454545454545,0.919073547979798,0.0056052714646464,0.0381096844672212,3.7091057300567623,0.8233479908989126,0.979004164226986,0.0154229628674536,0.0831778573619413,0.7297207658785634,0.1073471201739395,0.2301360951968022,0.236650814603186,0.0748269546678413,0.4189860423544865,0.6412607085554682,0.2788368157715262,0.2446864570525206,0.0175410212106244,0.8444175119493391,0.9264187638095044,0.9144379100959036,0.1693542312462519,0.4687523302082381,0.5312476697917619,0.7553135429474793,0.8444175119493391,0.9264187638095044,0.6159330896817643,0.3840669103182357,evaluation,0.9918078697793724,0.0292582871610301,0.0847188398286964,0.7428959490819032,0.1421211317397915,0.2538785010824114,0.2398383668083857,0.0750505736090592,0.4216358377537423,0.6378506846451005,0.2966875428110632,0.2207321493294672,0.0263908407440097,0.850749030171916,0.930890612990463,0.9197338846968012,0.1880675531109821,0.4723213751771818,0.5276786248228181,0.7792678506705328,0.850749030171916,0.930890612990463,0.6178846486432673,0.3821153513567327,3.0,cv_class3,False,False,,,,,,False,,,,3,cv,Unclear / Unreadable,DENOISE,False,3,
class1_clear/financial_documents/cheques/4.jpg,1,clear_readable,financial_documents,cheques,authentic,,,,1701,800,True,0.0170487948265726,0,0.373831569664903,316.0,10.0,0.0316455696202531,0.2750473869482805,4.0,0.0078777189888301,0.0199294532627865,0.0627325581395348,0.072906976744186,0.072906976744186,0.0408616767838344,2.0,0.019929451867938,0.0049823629669845,20.0,20.0,171.6594167768522,5.730756975986159,44.000817290485145,100.23279052920414,8853.638206937096,40.06903924108454,0.0363190770135214,0.1414660519450759,0.0968413948896527,0.1894471027154931,0.2204530737819198,234.21975970017635,119.0,251.0,0.0030724573780129,0.6542159024103469,132.0,0.1746826171875,0.8305261610817166,0.0904093180482069,0.8792893885949441,0.0049059376837154,0.0650567889707323,3.804097890853882,0.8549933887781407,0.9366257737340216,0.0134987386789762,0.1419923672705247,0.8204426536581136,0.153753924189696,0.4846104412589295,0.1977477987022025,0.0630387623258527,0.3852995510410763,0.6115112896913244,0.3317823211592619,0.4642543474442298,0.0143566381194466,0.7176161626492035,0.8855795467668235,0.9012159376057538,0.2745525798214968,0.4537702135923003,0.5462297864076997,0.5357456525557702,0.7176161626492035,0.8855795467668235,0.5787632919720168,0.4212367080279832,evaluation,0.9488752421815184,0.0256079182693642,0.1446229681938547,0.8276088800107179,0.2035609495612588,0.534606152635428,0.2004113493554445,0.0632271524768294,0.387954049789123,0.6075998117845527,0.3526682015625669,0.4472635012685755,0.0215998684272844,0.7229969129845917,0.8898542639094236,0.9050749430858828,0.3074398313431685,0.4577728968422122,0.5422271031577878,0.5527364987314245,0.7229969129845917,0.8898542639094236,0.5792618515140955,0.4207381484859045,,vlm_fallback,True,True,2.0,0.85,True,False,False,False,"The document is partially cropped, with the top and bottom edges of the text visible but not fully readable. The content appears to be a check or bank slip.",47.11778929200227,,2,vlm,Content Got Cut,FLAG,False,2,
class1_clear/financial_documents/cheques/5.jpg,1,clear_readable,financial_documents,cheques,authentic,,,,1762,800,True,0.0,2,0.8234506242905789,796.0,116.0,0.1457286432160804,0.1111745234562264,4.0,0.1552213393870601,0.0490068104426787,0.2030113636363636,0.0032954545454545,0.2030113636363636,0.1026337420028892,3.0,0.1005113273859024,0.0620461031794548,20.0,20.0,484.2556826467861,234.349362813122,281.99783943687396,405.30790912495945,18397.062108399547,42.106739983254045,0.0461918274687854,0.2651395018083744,0.1995327357643544,0.253975196763302,0.3231457930380136,238.41523269012487,128.0,255.0,0.0082009080590238,0.7961485527809308,127.0,0.436370849609375,0.8660946367763904,0.0703036322360953,0.8952660329171396,0.0146999148694665,0.028253427477688,4.380886077880859,0.8548945440664338,0.953644217313628,0.040446969003456,0.0616656787790098,0.8201592829488151,0.7080406840574748,0.1958801916522259,0.5506338633610209,0.3179269414995419,0.6214435660556654,0.7344648145614376,0.4480618853223873,0.4422975584050588,0.0383202937481932,0.8733035489360682,0.923505762774096,0.9240060784699434,0.4015427154793206,0.6263246668860301,0.3736753331139699,0.5577024415949412,0.8733035489360682,0.923505762774096,0.4787337424513317,0.5212662575486682,evaluation,0.9661162579916784,0.0767303302268661,0.0628081190006365,0.8273442783372785,0.9374032873263216,0.2160885253826691,0.5580505890898425,0.3188770601614391,0.6240650940898086,0.7326258321443976,0.4756136065316794,0.4246103660746647,0.0576536997150255,0.8798516572541504,0.9279635508179068,0.924703779579938,0.4682692323804122,0.632371054897289,0.367628945102711,0.5753896339253353,0.8798516572541504,0.9279635508179068,0.4780320499270084,0.5219679500729916,,vlm_fallback,True,True,2.0,0.75,True,False,False,False,"The document is partially cropped, with the top and bottom edges of the form visible but not fully complete. The text on the left side is also missing beyond the image frame.",47.20904966699891,,2,vlm,Content Got Cut,FLAG,False,2,
