image_path,class_id,class_name,document_group,document_type,source_type,transform_type,severity,parent_image,bbox_found_v1,minimum_margin_ratio_v1,edge_touch_count_v1,document_area_ratio_v1,laplacian_variance_v1,grayscale_std_v1,edge_density_v1,white_pixel_ratio_v1,dark_pixel_ratio_v1,mean_saturation_v1,normalized_width,normalized_height,bbox_found_v2,minimum_margin_ratio_v2,edge_touch_count_v2,bbox_fill_ratio,bbox_aspect_ratio,border_fraction,border_edge_density,border_dark_ratio,laplacian_variance,tenengrad_mean,local_laplacian_p25,grayscale_std,edge_density,intensity_entropy,mser_density,otsu_separation,white_pixel_ratio,dark_pixel_ratio,mean_saturation,intensity_iqr,white_scaled,dark_scaled,saturation_scaled,otsu_scaled,border_edge_scaled,border_dark_scaled,edge_touch_scaled,laplacian_scaled,local_laplacian_scaled,tenengrad_scaled,contrast_scaled,mser_scaled,document_score,crop_score,quality_score,group_id,split,white_pixel_ratio_scaled,dark_pixel_ratio_scaled,mean_saturation_scaled,otsu_separation_scaled,border_edge_density_scaled,border_dark_ratio_scaled,laplacian_variance_scaled,local_laplacian_p25_scaled,tenengrad_mean_scaled,grayscale_std_scaled,mser_density_scaled,cv_route,needs_llm,crop_suspected,degradation_suspected,routing_reason
class1_clear/financial_documents/bank_statement/1.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,True,0.05625,0,0.5448734770384255,2362.5277764761013,34.79700816602598,0.0556537019681349,0.9224718837863168,0.0075984067478912,4.65203888490729e-05,800,1067,True,0.0421743205248359,0,0.6030154639175258,0.9765840220385676,0.03,0.0,0.0,2362.5277764761013,27706.662324273664,568.7614113252763,34.79700816602598,0.0556537019681349,2.090007781982422,58.575445173383315,0.848215801862894,0.9224718837863168,0.0075984067478912,4.65203888490729e-05,0.0,0.9833092005781072,0.0203219078516729,0.0001015349857183,0.8094680874195738,0.0,0.0,0.0,0.8565013951429532,0.7334215076319184,0.7804076675249716,0.3507107103428374,0.4567347079731582,0.9564204200143562,0.0,0.24471694373338343,class1_clear/financial_documents/bank_statement/1.jpg,tuning,0.9876475948364829,0.031176720200191056,0.00010341605885147477,0.8303187206225224,0.0,0.0,0.3024645287893749,0.12954698646684323,0.34912491950561897,0.3176224864307679,0.06561288703595801,class1_clear,False,False,False,High-confidence clear-document region.
class1_clear/financial_documents/bank_statement/10.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,True,0.0412371134020618,0,0.6372985004686036,4587.3128420806,45.93718746625203,0.1001394095595126,0.829311152764761,0.0154545454545454,0.2009790185052465,800,1067,True,0.0412371134020618,0,0.6988331771321462,0.748040313549832,0.03,0.0,0.0,4587.3128420806,48011.21475164011,3209.557272969532,45.93718746625203,0.1001394095595126,4.125812530517578,80.83411433926898,0.8082037600711247,0.829311152764761,0.0154545454545454,0.2009790185052465,12.0,0.8840044894468813,0.0413331187757122,0.4386550129626743,0.6887907064020699,0.0,0.0,0.0,0.9452409537225124,0.9414276522167944,0.8835970736550045,0.5063951908679942,0.5283602268635479,0.7778882895961613,0.0,0.5263414833095437,class1_clear/financial_documents/bank_statement/10.jpg,evaluation,0.8879047478794676,0.0634109301389028,0.44678169120816413,0.7196672638362535,0.0,0.0,0.5876492913362547,0.7323866169943763,0.6111256126151826,0.47852525278042035,0.10014442664989405,fallback,True,False,False,"Fallback: likely document, but no sufficiently confident CV-only class region."
class1_clear/financial_documents/bank_statement/2.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,True,0.0168697282099343,0,0.7625140581068416,1932.1577132146203,45.485403960068105,0.0780178069353327,0.8309465791940018,0.0085227272727272,0.0522032177444548,800,1067,True,0.0168697282099343,0,0.7625140581068416,0.643141153081511,0.03,0.0002617168626187,0.0,1932.1577132146203,34300.428828491094,998.9105636324502,45.485403960068105,0.0780178069353327,3.3445324897766113,48.03186504217432,0.8266110275299403,0.8309465791940018,0.0085227272727272,0.0522032177444548,14.0,0.8857477727740006,0.0227939993248412,0.1139382773719206,0.7443075140715933,0.001130093457525,0.0,0.0,0.8296128611079155,0.8010871410084537,0.8204782662829203,0.5000814971136531,0.4127885954877042,0.8757189577031812,0.0007857292775384744,0.2960025373671724,class1_clear/financial_documents/bank_statement/2.jpg,tuning,0.88965572263302,0.03496926294424769,0.11604913828239592,0.7705717133110465,0.0017460650611966098,0.0,0.24729740896462782,0.22774123154837403,0.4342078781419873,0.47199993447296157,0.04925584195567252,fallback,True,False,True,Fallback: degradation suspicion requires arbitration.
class1_clear/financial_documents/bank_statement/3.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,True,0.0524835988753514,0,0.446430412371134,4075.7909418931586,42.98763947574104,0.0899437675726335,0.8748758200562324,0.0106665885660731,0.0038660574820368,800,1067,True,0.0524835988753514,0,0.4745911433926897,1.2338568935427574,0.03,0.0,0.0,4075.7909418931586,44352.917535145265,1926.8694049905112,42.98763947574104,0.0899437675726335,2.8871355056762695,73.80506091846298,0.8633900078614297,0.8748758200562324,0.0106665885660731,0.0038660574820368,2.0,0.9325741611696486,0.0285277476086157,0.0084380225732521,0.8552338958342813,0.0,0.0,0.0,0.9294286331400722,0.8800683242243387,0.8687207321680467,0.4651751319882054,0.508096948949876,0.9404185064874242,0.0,0.431789767039738,class1_clear/financial_documents/bank_statement/3.jpg,tuning,0.9366887106765068,0.04376565486012066,0.008594348370187148,0.8722822876919316,0.0,0.0,0.5220796981662074,0.43957523704425583,0.5639206121724936,0.4359235658269037,0.08923972992970373,class1_clear,False,False,False,High-confidence clear-document region.
class1_clear/financial_documents/bank_statement/4.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,True,0.0375,0,0.8162068965517242,362.8837205634886,50.017750183451994,0.0462047939444911,0.8794743481917577,0.0276902859545836,0.0025495060934382,800,1189,True,0.0375,0,0.8162068965517242,0.7015209125475285,0.03,0.007193209610128,0.2229894979139692,362.8837205634886,10363.308549201009,151.61828029744373,50.017750183451994,0.0462047939444911,3.0563697814941406,88.30950378469302,0.8109817836102483,0.8794743481917577,0.0276902859545836,0.0025495060934382,2.0,0.9374759637115532,0.0740575568308039,0.005564529256751,0.697169299197986,0.0310602803261191,0.4178993596384617,0.0,0.6062010832471574,0.5749456775759229,0.5958309996494937,0.5634212287581303,0.5480831377159547,0.9036556666283941,0.18992661932454086,0.16771984641573404,class1_clear/financial_documents/bank_statement/4.jpg,tuning,0.9416121401410427,0.11361490982421077,0.00566761969803382,0.7273497598505859,0.04799007542898298,0.4809459582328529,0.046139536285539386,0.034321749772726985,0.1253341845870277,0.5374627089708612,0.11174155785483994,fallback,True,True,True,Fallback: both crop and degradation signals require arbitration.
class1_clear/financial_documents/bank_statement/5.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,True,0.0,4,1.0,1634.2645841442888,56.53040180468181,0.0875150462962962,0.3649166666666666,0.0467604166666666,0.00198052832244,800,1080,True,0.0,4,1.0,0.7407407407407407,0.03,0.0374019686299615,0.0,1634.2645841442888,34122.05194444444,1174.083908483196,56.53040180468181,0.0875150462962962,4.27009391784668,197.91666666666663,0.6429540754354348,0.3649166666666666,0.0467604166666666,0.00198052832244,64.0,0.3889830379488799,0.1250605436290375,0.0043226834493184,0.1903932674614339,0.1615017069375577,0.0,1.0,0.8072258524691053,0.8205079453518869,0.8194996088154715,0.654435812739908,0.7287604632108475,0.5789352614898348,0.3122886064584688,0.36077824560412763,class1_clear/financial_documents/bank_statement/5.jpg,tuning,0.3906992445881046,0.19186080388044657,0.004402767015017104,0.2626768799520707,0.249530236574375,0.0,0.20911188597111274,0.2677297198756559,0.4319061841045478,0.6315279510003287,0.2817833541016198,fallback,True,True,False,Fallback: crop suspicion requires arbitration.
class1_clear/financial_documents/bank_statement/6.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,True,0.0575,0,0.5839210402999063,3704.0461199624624,42.67201491393364,0.1233470009372071,0.8344259606373008,0.0074484536082474,0.0027301348843192,800,1067,True,0.0,1,0.7098160731021556,0.8249708284714119,0.03,0.0440288291190207,0.0071468835561282,3704.0461199624624,48195.45904873477,2464.9078436321333,42.67201491393364,0.1233470009372071,3.409968614578247,186.26991565135896,0.8368005592495051,0.8344259606373008,0.0074484536082474,0.0027301348843192,5.0,0.8894566205401502,0.019920858791387,0.0059587680444346,0.7750394124363704,0.1901164916620915,0.0133938059390981,0.25,0.9166379604227024,0.9096808828749388,0.884315997725451,0.4607642652847431,0.7151472449282436,0.9110009436927211,0.18757890500750546,0.47961735361152097,class1_clear/financial_documents/bank_statement/6.jpg,evaluation,0.8933809339640018,0.030561453443234094,0.006069162293230603,0.7987503934845656,0.2937418683721642,0.015414469257232983,0.4744274730549551,0.5623983973919753,0.6135030170772098,0.43136485418016407,0.26371487745274896,fallback,True,True,False,Fallback: crop suspicion requires arbitration.
class1_clear/financial_documents/bank_statement/7.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,True,0.0575,0,0.697392221180881,5570.046756091811,46.6171191218963,0.1262511715089034,0.8415534208059982,0.0127179006560449,0.0026164663616149,800,1067,True,0.0575,0,0.697392221180881,0.8396674584323041,0.03,0.0055161861813496,0.0069757609921082,5570.046756091811,61259.92490159325,3742.3143231484546,46.6171191218963,0.1262511715089034,3.631776571273804,161.66822867853796,0.8387943326813941,0.8415534208059982,0.0127179006560449,0.0026164663616149,5.0,0.8970541389944444,0.0340139734254951,0.0057106761407566,0.7810526860742115,0.0238188928739886,0.013073109177176,0.0,0.9712024435587742,0.9598977873514982,0.9293379606547988,0.515897264734924,0.6833703015386131,0.9119761402589212,0.021826642187521512,0.6371237807920702,class1_clear/financial_documents/bank_statement/7.jpg,tuning,0.9010119729329221,0.05218231182443348,0.00581647415101224,0.8042640819858521,0.03680167898215471,0.015045390415862555,0.713621342410727,0.8540041444812719,0.7820809318477797,0.4883458204188284,0.22554843893208282,fallback,True,False,False,"Fallback: likely document, but no sufficiently confident CV-only class region."
class1_clear/financial_documents/bank_statement/8.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,True,0.0575,0,0.2761884057971014,2591.1953297101445,56.34770244851875,0.0926739130434782,0.8096775362318841,0.0542741545893719,0.0701981813015061,800,1035,True,0.0,1,0.8510917874396136,0.7520661157024794,0.03,0.005409951819239,0.0015264163482306,2591.1953297101445,32411.014328502417,1945.521837221072,56.34770244851875,0.0926739130434782,3.619202136993408,57.971014492753625,0.8544034722259377,0.8096775362318841,0.0542741545893719,0.0701981813015061,7.0,0.8630760296024917,0.1451560050531332,0.1532139243080465,0.8281302656182715,0.0233601728802357,0.0028606208832011,0.25,0.8688553473971586,0.8812267041219357,0.8098433833885698,0.6518825814507178,0.4544338852700218,0.8438230445599805,0.06739408402344918,0.38915538162774516,class1_clear/financial_documents/bank_statement/8.jpg,evaluation,0.8668839509452063,0.22269012279506778,0.156052419774383,0.8474304377237688,0.03609292790618727,0.00329218990189972,0.33177634990837707,0.4438332054535633,0.4098277343127101,0.6288891396289229,0.06467518847741024,fallback,True,False,False,"Fallback: likely document, but no sufficiently confident CV-only class region."
class1_clear/financial_documents/bank_statement/9.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,False,0.0,4,1.0,2995.488566849817,32.046210877731994,0.0742456501831501,0.9285817307692308,0.0076728479853479,0.0044870448179271,800,1092,True,0.032051282051282,0,0.2144539835164835,0.5363790186125211,0.03,0.0331020696142991,0.0042822985261837,2995.488566849817,23023.87312728938,2527.0652102916315,32.046210877731994,0.0742456501831501,2.2204182147979736,66.39194139194139,0.8133402945133575,0.9285817307692308,0.0076728479853479,0.0044870448179271,1.0,0.9898219939304252,0.0205210006375888,0.0097933839930687,0.7042826307387672,0.142934742252915,0.0080253546853733,0.0,0.888243934080604,0.9126757978717064,0.7456573584309633,0.3122682009974654,0.4845504713231175,0.9372340432602024,0.10261203814102923,0.3361969695058522,class1_clear/financial_documents/bank_statement/9.jpg,evaluation,0.9941891228586981,0.031482157077755896,0.009974819696056809,0.733872113012004,0.2208431150691008,0.00923610388552533,0.38360080370192096,0.5765876516602872,0.28870034133849554,0.27789144786977776,0.07773920271106587,fallback,True,False,False,"Fallback: likely document, but no sufficiently confident CV-only class region."
