image_path,class_id,class_name,document_group,document_type,source_type,transform_type,severity,parent_image,normalized_width,normalized_height,bbox_found_v3,minimum_margin_ratio_v3,edge_touch_count_v3,bbox_fill_ratio_v3,crop_cc_valid_count,crop_cc_touch_count,crop_cc_touch_ratio,crop_cc_touch_area_ratio,crop_cc_sides_touched,crop_boundary_ink_top,crop_boundary_ink_bottom,crop_boundary_ink_left,crop_boundary_ink_right,crop_boundary_ink_max,crop_boundary_ink_mean,crop_boundary_ink_sides_active,crop_projection_delta_max,crop_projection_delta_mean,crop_projection_ratio_max,crop_projection_ratio_mean,laplacian_variance,local_laplacian_p10,local_laplacian_p25,local_laplacian_median,tenengrad_mean,grayscale_std,edge_density,quality_fft_global_ratio,quality_fft_local_p10,quality_fft_local_p25,quality_fft_local_median,mean_intensity,intensity_p05,intensity_p95,underexposed_ratio,overexposed_ratio,intensity_dynamic_range,noise_residual_mad,near_binary_ratio,midtone_ratio,white_pixel_ratio,dark_pixel_ratio,mean_saturation,intensity_entropy,otsu_separation,document_white_scaled,document_dark_scaled,document_saturation_scaled,document_otsu_scaled,cc_touch_scaled,cc_touch_area_scaled,boundary_ink_scaled,projection_delta_scaled,sharpness_laplacian_scaled,sharpness_tenengrad_scaled,fft_scaled,contrast_scaled,underexposed_scaled,overexposed_scaled,binary_artifact_scaled,document_score_v3,crop_score_v3,sharpness_score_v3,blur_risk_v3,contrast_risk_v3,illumination_risk_v3,threshold_artifact_risk_v3,quality_risk_v3,quality_score_v3,group_id,split,white_pixel_ratio_scaled,dark_pixel_ratio_scaled,mean_saturation_scaled,otsu_separation_scaled,crop_cc_touch_ratio_scaled,crop_cc_touch_area_ratio_scaled,crop_boundary_ink_max_scaled,crop_projection_delta_max_scaled,local_laplacian_p25_scaled,tenengrad_mean_scaled,quality_fft_local_p25_scaled,intensity_dynamic_range_scaled,underexposed_ratio_scaled,overexposed_ratio_scaled,near_binary_ratio_scaled,document_score,crop_score,sharpness_score,blur_risk,contrast_risk,illumination_risk,threshold_artifact_risk,quality_risk,quality_score,predicted_class_id,confidence_score,indeterminate,justification,latency_seconds,final_prediction,decision_source,used_vlm
class1_clear/financial_documents/bank_statement/1.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,800,1067,True,0.0421743205248359,0,0.6030154639175258,1378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2362.5277764761013,1247.3640301958928,1770.9537905065122,2702.785260659779,27706.662324273664,34.79700816602595,0.0556537019681349,0.4360943205144335,0.4158012355773657,0.4267103054145577,0.4555042987456965,245.1003268509841,170.0,255.0,0.0046052014995313,0.8984336925960638,85.0,0.0,0.9119201030927836,0.054544283036551,0.9224718837863168,0.0075984067478912,4.65203888490729e-05,2.090007781982422,0.8482158018628955,0.9826240974884062,0.0209070953768566,0.0001015349857183,0.8010124830567629,0.0,0.0,0.0,0.0,0.8570276675941547,0.8033076004564556,0.7593303869886027,0.2578605304760232,0.021518674878629,0.9855011724724844,0.9723688782212888,0.950090687553757,0.0,0.8186861879748495,0.1813138120251505,0.7421394695239768,0.9855011724724844,0.9723688782212888,0.3854091500045147,0.6145908499954853,class1_clear/financial_documents/bank_statement/1.jpg,tuning,0.9954751455969248,0.03966201601444375,0.00010341605885147477,0.8094656651771931,0.0,0.0,0.0,0.0,0.8596163030901931,0.802629026929024,0.8047258823379008,0.2343240304458137,0.03237530557229145,0.9928905486324792,0.9770625298845852,0.9541080348573291,0.0,0.8286926722833254,0.17130732771667456,0.7656759695541863,0.9928905486324792,0.9770625298845852,0.38290870619227735,0.6170912938077227,1,0.95,False,"The document is a text-bearing document with clear and readable content. There are no signs of clipping, truncation, missing beyond the frame, or material occlusion.",48.864499541999976,1,cv,False
class1_clear/financial_documents/bank_statement/2.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,800,1067,True,0.0168697282099343,0,0.7625140581068416,506.0,0.0,0.0,0.0,0.0,0.0,0.0019444444444444,0.0,0.0,0.0019444444444444,0.0004861111111111,0.0,0.0,0.0,0.0212640980614214,0.0053160245153553,1932.1577132146203,813.0788708885111,998.9105636324506,1753.7861345678348,34300.428828491094,45.48540396006809,0.0780178069353327,0.3285107352125728,0.2844681456806394,0.3431372385276527,0.3763194352640018,234.20337043111527,117.0,255.0,0.0050363167760074,0.7163999531396439,138.0,7.62939453125e-05,0.8128889409559512,0.1351054358013121,0.8309465791940018,0.0085227272727272,0.0522032177444548,3.3445324897766113,0.8266110275299406,0.8851306438633116,0.023450372936576,0.1139382773719206,0.7390753280866434,0.0,0.0,0.0052739754925893,0.0,0.7835460027390411,0.8391994830737314,0.6087317998649062,0.4906024942912348,0.0235331425345271,0.785826488472729,0.8667732019012279,0.8698651978791868,0.0007910963238883,0.7680618802813557,0.2319381197186443,0.5093975057087652,0.785826488472729,0.8667732019012279,0.3606876186017,0.6393123813982999,class1_clear/financial_documents/bank_statement/2.jpg,tuning,0.8967066437962317,0.04448676634367546,0.11604913828239592,0.7516309126237555,0.0,0.0,0.005345012950202681,0.0,0.7861448978342862,0.8391259004558395,0.6454940825375137,0.4744472635012686,0.03540611515016056,0.7917186859474862,0.870957140293257,0.8733235405210935,0.0008017519425304021,0.7765580856924753,0.2234419143075247,0.5255527364987314,0.7917186859474862,0.870957140293257,0.35796197609948843,0.6420380239005116,2,0.85,False,"The document is partially cropped, with some text and content visible but not fully readable. The top of the page appears to be missing or cut off.",49.146283583000695,1,cv,False
class1_clear/financial_documents/bank_statement/3.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,800,1067,True,0.0524835988753514,0,0.4745911433926897,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4075.7909418931586,1583.9849040903184,2408.300575772984,4460.638905774734,44352.917535145265,42.98763947574103,0.0899437675726335,0.4804301110210878,0.3599598681043019,0.5015676195344296,0.5469510902745219,238.96399250234305,120.0,255.0,0.0067443767572633,0.8404697750702905,135.0,0.0,0.8601136363636364,0.0943673851921274,0.8748758200562324,0.0106665885660731,0.0038660574820368,2.8871355056762695,0.86339000786143,0.9319244068107784,0.029349229634024,0.0084380225732521,0.844514309736163,0.0,0.0,0.0,0.0,0.8964869664417844,0.8824110390870641,0.894223195907332,0.4774284208677323,0.0315143758016452,0.921919954232898,0.9171282976406192,0.9351607345831272,0.0,0.8911076377607419,0.1088923622392581,0.5225715791322677,0.921919954232898,0.9171282976406192,0.2926588007426416,0.7073411992573584,class1_clear/financial_documents/bank_statement/3.jpg,tuning,0.9441123893933746,0.05567725189816748,0.008594348370187148,0.85008615190829,0.0,0.0,0.0,0.0,0.8990700925826395,0.8830658272502175,0.9473515546930914,0.4608553823849221,0.047414050923348834,0.9288325927172749,0.921555301482568,0.937162011261736,0.0,0.9031248921383822,0.09687510786161779,0.5391446176150779,0.9288325927172749,0.921555301482568,0.28764529249125004,0.71235470750875,1,0.95,False,The document is a text-bearing document with all meaningful content visible and readable.,45.37659437500042,1,cv,False
class1_clear/financial_documents/bank_statement/4.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,800,1189,True,0.0375,0,0.8162068965517242,308.0,0.0,0.0,0.0,0.0,0.0,0.262,0.0075693860386879,0.0075693860386879,0.262,0.0692846930193439,1.0,0.2286666594445705,0.0571666648611426,7.836489956915632,2.034478108665182,362.8837205634888,94.55038281992636,212.8675442637211,275.7928135419013,10363.308549201009,50.017750183451994,0.0462047939444911,0.0873644502087064,0.049820190475112,0.0524970752428772,0.1558013721314791,237.50367640874688,118.0,255.0,0.0271509671993271,0.8340748528174937,137.0,0.0003204345703125,0.8830824222035324,0.0700126156433978,0.8794743481917577,0.0276902859545836,0.0025495060934382,3.0563697814941406,0.8109817836102482,0.9368227941094772,0.076190110463036,0.005564529256751,0.6942689863123069,0.0,0.0,0.7106305263728911,0.7232945136721611,0.5854737655000213,0.6379792973459265,0.0849985017759502,0.4862111364834006,0.1268680286545755,0.9149052981375873,0.9416196236301424,0.9007632660226093,0.2512534816903659,0.5037556489012739,0.4962443510987261,0.5137888635165994,0.9149052981375873,0.9416196236301424,0.563010886291864,0.436989113708136,class1_clear/financial_documents/bank_statement/4.jpg,tuning,0.9490748392476229,0.14453721700013256,0.00566761969803382,0.7097923152488249,0.0,0.0,0.7202023163758977,0.7254560656697565,0.5881003156813622,0.6345139622117536,0.09173725610992392,0.4699166364624864,0.19087565652685134,0.921765340101565,0.9461648477849185,0.8984909112742858,0.25312156059033597,0.5050724800527115,0.49492751994728845,0.5300833635375136,0.921765340101565,0.9461648477849185,0.5654465448931313,0.4345534551068687,2,0.75,False,"The document is partially cropped, and the text appears to be truncated.",45.81885104199864,1,cv,False
class1_clear/financial_documents/bank_statement/5.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,800,1080,True,0.0,4,1.0,731.0,2.0,0.0027359781121751,0.0751228056047672,4.0,0.114074074074074,0.0416666666666666,0.1519907407407407,0.0530092592592592,0.1519907407407407,0.0901851851851851,4.0,0.1482870075851678,0.0730555523186922,20.0,15.036262380216984,1634.2645841442888,788.9151445512689,1174.0839084831962,1614.7531791186557,34122.05194444444,56.53040180468181,0.0875150462962962,0.2063904239146702,0.1167261892138331,0.1682480847387675,0.2694798811693795,199.63579513888888,66.0,255.0,0.0396273148148148,0.3402731481481481,189.0,1.52587890625e-05,0.3768321759259259,0.5369259259259259,0.3649166666666666,0.0467604166666666,0.00198052832244,4.27009391784668,0.6429540754354348,0.3887120209778362,0.1286617739150209,0.0043226834493184,0.2125625801212056,0.0132930889313116,0.1323600866623781,0.4122490843373977,0.4690459872713234,0.8042776481147216,0.8383228837706768,0.293581710907337,0.7145617424907782,0.1851661222423928,0.3732491214704169,0.4018113856028223,0.5776173874657928,0.2119138670026535,0.7140542931528289,0.2859457068471711,0.2854382575092218,0.3732491214704169,0.4018113856028223,0.3003932148465859,0.6996067851534141,class1_clear/financial_documents/bank_statement/5.jpg,tuning,0.39379571157194415,0.24407911503159627,0.004402767015017104,0.25999169365249336,0.01759925035878464,0.14601525404455337,0.417801845607519,0.4704477223482327,0.8068736486324845,0.838234525259993,0.312277703616587,0.7055092424791591,0.278586382435078,0.37604777685203633,0.40375094035473497,0.5718040643507826,0.2195657355182919,0.7189307664489328,0.28106923355106717,0.29449075752084086,0.37604777685203633,0.40375094035473497,0.2987144018168135,0.7012855981831865,1,0.95,False,The document is a text-bearing format with all meaningful content visible and readable.,56.121455624999726,1,vlm,True
class1_clear/financial_documents/bank_statement/7.jpg,1,clear_readable,financial_documents,bank_statement,authentic,,,,800,1067,True,0.0575,0,0.697392221180881,1656.0,1.0,0.0006038647342995,0.0092473697291028,1.0,0.0269907407407407,0.0,0.0,0.0,0.0269907407407407,0.0067476851851851,0.0,0.0,0.0,0.3373529986830085,0.0843382496707521,5570.046756091813,1719.4486863154716,3742.3143231484546,5608.644668412202,61259.92490159325,46.617119121896295,0.1262511715089034,0.5745096373857024,0.5041590144563893,0.5326445591948221,0.6124977224607109,234.86164714151823,111.0,255.0,0.0072129803186504,0.7877659325210872,144.0,0.1516036987304687,0.817662839737582,0.1200609184629803,0.8415534208059982,0.0127179006560449,0.0026164663616149,3.631776571273804,0.8387943326813944,0.8964291325754127,0.034993436233604,0.0057106761407566,0.7740027588287834,0.0029339516934748,0.0162930903457288,0.0732078026709421,0.0,0.9530758504036614,0.9367068698674692,0.95022381164777,0.51695064113824,0.0337040145580562,0.8641085664208903,0.8718635498245744,0.906695520325692,0.0182318944623015,0.946776299464816,0.0532237005351841,0.48304935886176,0.8641085664208903,0.8718635498245744,0.2397180283372106,0.7602819716627893,class1_clear/financial_documents/bank_statement/7.jpg,tuning,0.908152897480069,0.06638465091779266,0.00581647415101224,0.7842449278343915,0.003884375607569814,0.01797399643648523,0.0741938702373388,0.0,0.955651075535875,0.9382768645244786,1.0,0.5016310257339616,0.05070840916016333,0.8705877299355699,0.8760720594678358,0.908698328383484,0.019289773012087362,0.9584398865747112,0.04156011342528876,0.49836897426603843,0.8705877299355699,0.8760720594678358,0.23470980150455667,0.7652901984954433,1,0.95,False,"The document is a text-bearing document with all meaningful content visible and readable. There are no signs of clipping, truncation, missing beyond the frame, or material occlusion.",46.849151874999734,1,cv,False
class1_clear/financial_documents/cheques/8.jpg,1,clear_readable,financial_documents,cheques,authentic,,,,1998,800,True,0.028028028028028,0,0.2422453703703703,515.0,28.0,0.0543689320388349,0.0159164685971126,3.0,0.013013013013013,0.0011761761761761,0.0023,0.053475,0.053475,0.0174910472972972,1.0,0.0123873871052637,0.0030968468054197,17.933508233323806,4.88834975000483,22.80141016008345,1.8242109012864751,8.048167772189416,23.109805888001624,2386.9225850850853,25.946382370496973,0.0251883133133133,0.1046601943490085,0.0535955400411517,0.1295444000099174,0.1373371709398767,222.68861924424425,171.0,253.0,0.0005674424424424,0.1799455705705705,82.0,0.3243560791015625,0.2108602352352352,0.0887424924924925,0.7474756006006006,0.0011286286286286,0.1597728463757875,5.645800590515137,0.6216910877919841,0.7962167198202733,0.0031054334371265,0.3487187892512516,0.151605268533308,0.2641581982971711,0.0280434835455501,0.1450418602969097,0.0391824901528437,0.1792893927730786,0.3911750422618265,0.2238377078000498,0.2446864570525206,0.0026514821191855,0.1973841500379462,0.2248376033183046,0.6611622293063891,0.106849720067618,0.2623590330995347,0.7376409669004653,0.7553135429474793,0.1973841500379462,0.2248376033183046,0.6606260034421574,0.3393739965578426,class1_clear/financial_documents/cheques/8.jpg,tuning,0.8066298771989401,0.005891193802628501,0.3551792771395841,0.20307188463463252,0.34972956926563503,0.030936640171917,0.14699549186336308,0.039299586284861236,0.18197265490938694,0.3835495929215036,0.23853555668040446,0.2207321493294672,0.003989211432036111,0.19886415409414826,0.225922900693018,0.6735878294512122,0.12971628942165225,0.26383716356783127,0.7361628364321687,0.7792678506705328,0.19886415409414826,0.225922900693018,0.6633867235471638,0.33661327645283623,2,0.85,False,"The document is partially cropped, with the top and bottom edges of the form visible but not fully complete. The text on the left side appears to be cut off.",48.84582779199991,3,cv,False
class1_clear/financial_documents/invoice/1.jpg,1,clear_readable,financial_documents,invoice,authentic,,,,800,1031,True,0.0,4,1.0,777.0,14.0,0.018018018018018,0.178475790692625,4.0,0.0320673076923076,0.2256730769230769,0.0099903006789524,0.1276915615906886,0.2256730769230769,0.0988555617212564,3.0,0.2209615563042462,0.092572828871198,20.0,19.289041051483327,1998.0058782184328,566.195595852183,868.8041643937602,1882.120223157618,29405.28371968962,42.4563411068233,0.0403382638215324,0.3374495941813061,0.2712323336624546,0.3223315131500678,0.3386004749515842,243.96878758486903,162.0,255.0,0.0182432104752667,0.9136396702230845,93.0,0.0,0.9352327837051406,0.037805528612997,0.9306801648884578,0.0222429679922405,0.0,1.708979845046997,0.8788940328599186,0.9913676212225028,0.0612017583037654,0.0,0.888961670499716,0.087542774853953,0.3144593833129309,0.6120999139009011,0.6989225355175336,0.7656437374122719,0.813311183793205,0.5712399025029479,0.2929913929386966,0.0852448508495471,1.0,0.9972268948594664,0.9651591188433796,0.3792689412273025,0.7434465766637337,0.2565534233362663,0.7070086070613033,1.0,0.9972268948594664,0.4355000321375551,0.5644999678624448,class1_clear/financial_documents/invoice/1.jpg,tuning,1.0,0.11610341246365122,0.0,0.891589545350459,0.11590136947992408,0.346901153504475,0.6203445524567791,0.701011252318581,0.7682451320435237,0.8128012299240425,0.605852925147554,0.270569046756071,0.12825269726340963,1.0,1.0,0.9609023972005442,0.4009897371040041,0.7513613249225114,0.2486386750774886,0.7294309532439289,1.0,1.0,0.4334617155408313,0.5665382844591687,1,0.95,False,"The document is a text-bearing document with clear and readable content. There are no signs of clipping, truncation, missing beyond the frame, or material occlusion.",53.22392395799943,1,vlm,True
class1_clear/financial_documents/invoice/10.jpg,1,clear_readable,financial_documents,invoice,authentic,,,,800,1132,True,0.0150176678445229,0,0.864178445229682,968.0,0.0,0.0,0.0,0.0,0.0704017857142857,0.0,0.0,0.0,0.0704017857142857,0.0176004464285714,1.0,0.0,0.0,0.8436583169880592,0.2109145792470148,1869.622753975265,161.8966961130742,695.8048266743872,1382.7067674672862,15611.214832155478,24.53111612485699,0.0648785335689045,0.5225254301497974,0.5199117259836987,0.5410329060509306,0.5507410275002784,192.72060843639576,146.0,199.0,0.0070627208480565,0.0,53.0,0.0,0.0028588780918727,0.0898641784452296,0.0,0.0111086572438162,0.1108712888865793,1.7683175802230835,0.806480241383486,0.0,0.030565586209205,0.2419866861000781,0.6813638425599733,0.0,0.0,0.1909528932814287,0.0,0.7371636843971306,0.7068593948292551,0.965339604712334,0.1173370806253293,0.0330018987667116,0.0,0.0030483855698956,0.4711912590555943,0.0286429339922143,0.7721923671114148,0.2278076328885852,0.8826629193746707,0.0330018987667116,0.0030483855698956,0.2953173900833762,0.7046826099166238,class1_clear/financial_documents/invoice/10.jpg,tuning,0.0,0.05798475339918899,0.2464698172156798,0.6977419426422234,0.0,0.0,0.19352492041384786,0.0,0.7397690554479409,0.704555097506054,1.0,0.08934396520478434,0.04965206096864481,0.0,0.003063100211962923,0.4692332212146464,0.02902873806207718,0.7794903590786924,0.22050964092130765,0.9106560347952156,0.04965206096864481,0.003063100211962923,0.2960735149716603,0.7039264850283398,2,0.75,False,"The document is partially cropped, with some text and content visible but not fully readable. The top boundary of the invoice is cut off.",147.87091658400095,2,vlm,True
class1_clear/financial_documents/invoice/4.jpg,1,clear_readable,financial_documents,invoice,authentic,,,,800,1036,True,0.0,1,0.9020451254826256,1046.0,6.0,0.005736137667304,0.0640611309805949,1.0,0.2252884615384615,0.0001923076923076,0.0,0.0216698841698841,0.2252884615384615,0.0617876633501633,1.0,0.1538942158222198,0.0384735539555549,3.1511415017808164,0.9727841890750742,3266.1145535693263,1729.849050881397,2142.901119852212,2682.349160726398,52533.05301158301,46.626960771723496,0.0854753861003861,0.428932107505998,0.3516645939677209,0.4247460945981468,0.4651660212930953,238.1583289092664,113.0,255.0,0.017452944015444,0.8355453667953668,142.0,0.5576171875,0.8743424227799228,0.0673962355212355,0.8883433880308881,0.024952944015444,0.0,3.578235626220703,0.8606633942392351,0.9462701630978344,0.0686582855819127,0.0,0.83669757960703,0.0278697361628741,0.1128703431670477,0.611056709957312,0.4867821232026752,0.8814984747971408,0.9108686756872744,0.7557908809637148,0.5081679255225716,0.0815521813717533,0.916518320068169,0.9323002727282736,0.9355488383232528,0.2411305024416695,0.8666365263420024,0.1333634736579976,0.4918320744774284,0.916518320068169,0.9323002727282736,0.3053960883754432,0.6946039116245568,class1_clear/financial_documents/invoice/4.jpg,tuning,0.9586457637173473,0.13024889269355414,0.0,0.842787162262842,0.03689785471970808,0.12451481596314859,0.6192872971479477,0.4882368623869397,0.8840836936493858,0.9120031436608657,0.8009834706359616,0.49256977165639726,0.12269699723097958,0.9233904566152203,0.9368005121166292,0.9324784040354742,0.24957085711476656,0.877235456550719,0.122764543449281,0.5074302283436027,0.9233904566152203,0.9368005121166292,0.30122878593339064,0.6987712140666094,1,0.95,False,"The document is a text-bearing form with clear and readable content, despite some minor cropping at the top.",49.87819237500116,1,cv,False
